"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000116701",25.2956658294683,-0.851625938410735,0.370804439354168,-2.29669833482581,0.0216359845142837,0.039990731363701,"NCF2","4688","neutrophil cytosolic factor 2"
"ENSG00000160932",2239.41763992084,0.120642871122762,0.0525292341734935,2.29668056313753,0.0216369990428926,0.039990731363701,"LY6E","4061","lymphocyte antigen 6 family member E"
"ENSG00000139154",543.747046993978,0.196169314830851,0.085423820577445,2.29642403611536,0.0216516479602946,0.0400127884186611,"AEBP2","121536","AE binding protein 2"
"ENSG00000104957",249.038469936285,0.270815744893949,0.117968484430501,2.29566181341843,0.0216952254602359,0.0400882939860779,"CCDC130","81576","coiled-coil domain containing 130"
"ENSG00000144021",1080.43428205857,0.150206778944757,0.0654484687328944,2.29503885809422,0.0217308974913636,0.0401491747809598,"CIAO1","9391","cytosolic iron-sulfur assembly component 1"
"ENSG00000186493",8.86228444715857,1.43024524575642,0.623463890807671,2.29403060360657,0.021788740922493,0.040250998209539,"C5orf38","153571","chromosome 5 open reading frame 38"
"ENSG00000083312",4981.13383471491,-0.0936133842105389,0.0408149394443717,-2.29360585817182,0.02181314859802,0.0402910369767663,"TNPO1","3842","transportin 1"
"ENSG00000178381",163.301106305659,0.337148372073372,0.147036155020227,2.2929623807627,0.0218501708676952,0.0403543631889839,"ZFAND2A","90637","zinc finger AN1-type containing 2A"
"ENSG00000180902",184.630241168916,-0.312229618619606,0.136187344141635,-2.29264782706157,0.0218682885041747,0.0403827635602714,"D2HGDH","728294","D-2-hydroxyglutarate dehydrogenase"
"ENSG00000093217",59.902436815467,-0.538353789455322,0.234854706720702,-2.2922844382061,0.0218892352158668,0.0404163804324036,"XYLB","9942","xylulokinase"
"ENSG00000162396",45.0399746500022,-0.617899458807252,0.269612137749041,-2.29180875893058,0.0219166810314525,0.0404619873533191,"PARS2","25973","prolyl-tRNA synthetase 2, mitochondrial"
"ENSG00000116299",23.3057720598996,-0.902554319160476,0.393835676886379,-2.29170278908191,0.0219227993725217,0.0404682135711704,"KIAA1324","57535","KIAA1324"
"ENSG00000107341",1818.27303200877,0.132398271870012,0.0577769596874009,2.29154099811318,0.0219321435029636,0.0404803921035288,"UBE2R2","54926","ubiquitin conjugating enzyme E2 R2"
"ENSG00000173818",212.508600046472,0.302320414198362,0.131932846724903,2.29147192456734,0.0219361338553155,0.0404826872977259,"ENDOV","284131","endonuclease V"
"ENSG00000086504",955.575343558806,-0.151396819727686,0.0661216927705996,-2.28966944710471,0.0220404858297404,0.0406656639168974,"MRPL28","10573","mitochondrial ribosomal protein L28"
"ENSG00000172244",37.5134137053207,-0.663499565763224,0.289780317543846,-2.28966401647631,0.0220408008799143,0.0406656639168974,"C5orf34","375444","chromosome 5 open reading frame 34"
"ENSG00000186260",378.016222420558,0.228409623231442,0.0997592366773745,2.28960877046532,0.0220440061212244,0.0406664866960328,"MRTFB","57496","myocardin related transcription factor B"
"ENSG00000176714",11.9475629108042,-1.21647911338443,0.531339984290684,-2.28945524400611,0.0220529154880028,0.040677830846331,"CCDC121","79635","coiled-coil domain containing 121"
"ENSG00000102081",424.746674056029,0.21640860369604,0.0945305905356548,2.28929706743359,0.0220620979835813,0.0406896758956353,"FMR1","2332","fragile X mental retardation 1"
"ENSG00000144120",67.561305116185,-0.514639595093757,0.22485234125252,-2.2887891325792,0.0220916072029669,0.0407390023720377,"TMEM177","80775","transmembrane protein 177"
"ENSG00000101161",1456.11800366424,-0.126049161908851,0.0550761292354335,-2.28863508853408,0.0221005633996345,0.0407504195400743,"PRPF6","24148","pre-mRNA processing factor 6"
"ENSG00000167483",6.36527479082709,1.80709894222309,0.789970541198098,2.28755231743499,0.0221636054092786,0.0408615482264132,"FAM129C","199786","family with sequence similarity 129 member C"
"ENSG00000164292",3276.56628373091,0.110348471486041,0.0482596808939868,2.28655617778422,0.022221741561745,0.0409636056456533,"RHOBTB3","22836","Rho related BTB domain containing 3"
"ENSG00000168813",369.455073749942,-0.219288369911507,0.0959356517354761,-2.28578600285275,0.0222667809453164,0.0410414979454819,"ZNF507","22847","zinc finger protein 507"
"ENSG00000165698",48.9491657939527,-0.608749728839527,0.266327328346718,-2.28572010472402,0.0222706383136888,0.0410434747364194,"SPACA9","11092","sperm acrosome associated 9"
"ENSG00000141741",327.402357363772,0.256322796123052,0.112225385963264,2.28400012994349,0.0223715233079038,0.0412242448752046,"MIEN1","84299","migration and invasion enhancer 1"
"ENSG00000169740",193.919814624069,0.319991481803767,0.140116683015912,2.28375004971698,0.0223862247812704,0.0412461783755923,"ZNF32","7580","zinc finger protein 32"
"ENSG00000198108",66.2032727984236,-0.502432658073445,0.220040374184475,-2.28336576837586,0.0224088319092708,0.0412826705848542,"CHSY3","337876","chondroitin sulfate synthase 3"
"ENSG00000124160",588.116765299581,-0.187216563207333,0.081996858350119,-2.28321629601876,0.0224176306723799,0.041293718391393,"NCOA5","57727","nuclear receptor coactivator 5"
"ENSG00000269343",150.747270180157,0.35063811545249,0.153590166366847,2.28294638743341,0.022433526581412,0.0413178348858848,"ZNF587B","100293516","zinc finger protein 587B"
"ENSG00000125409",1.37198404329732,-4.00075248685396,1.75280039160898,-2.28249178058517,0.0224603222016714,0.0413620178193468,"TEKT3","64518","tektin 3"
"ENSG00000101811",269.879429378612,-0.260324090056994,0.114063121083355,-2.28228096499967,0.022472757618866,0.0413797478494312,"CSTF2","1478","cleavage stimulation factor subunit 2"
"ENSG00000152582",18.9737948077834,-0.967448066504198,0.42392855269787,-2.28210168988945,0.022483337260777,0.041394056783177,"SPEF2","79925","sperm flagellar 2"
"ENSG00000117791",19.8221628340454,-0.931220830845597,0.408151814022984,-2.28155504606714,0.0225156233283311,0.041448320835991,"MARC2","54996","mitochondrial amidoxime reducing component 2"
"ENSG00000182606",1220.52619256785,-0.140940141196676,0.0618233562873687,-2.27972322533825,0.0226241089327652,0.0416401669959046,"TRAK1","22906","trafficking kinesin protein 1"
"ENSG00000169612",124.100159103241,0.375786845485329,0.164840483505182,2.27969997111489,0.0226254890285794,0.0416401669959046,"RAMAC","83640","RNA guanine-7 methyltransferase activating subunit"
"ENSG00000141664",105.418404114748,-0.399408803239355,0.175209926235881,-2.27960145763454,0.0226313364358093,0.0416457281047519,"ZCCHC2","54877","zinc finger CCHC-type containing 2"
"ENSG00000107338",274.687227940734,0.25874948064116,0.113509505972047,2.27954018850967,0.02263497381392,0.0416472214818417,"SHB","6461","SH2 domain containing adaptor protein B"
"ENSG00000087995",230.380686422433,-0.277085615089767,0.121572725000554,-2.27917581915272,0.022656615909462,0.0416818381317752,"METTL2A","339175","methyltransferase like 2A"
"ENSG00000185507",58.5964272638929,0.562892796810247,0.246981869786893,2.27908549439656,0.0226619836225567,0.0416865095643086,"IRF7","3665","interferon regulatory factor 7"
"ENSG00000001036",1080.37381595994,0.148290825851512,0.0650674047554161,2.27903397114003,0.0226650459808521,0.0416869396812428,"FUCA2","2519","alpha-L-fucosidase 2"
"ENSG00000106868",223.524462885675,0.281296021527971,0.123449138629157,2.27863899782232,0.0226885337312508,0.0417249326342868,"SUSD1","64420","sushi domain containing 1"
"ENSG00000197774",165.269719399678,0.33719568661525,0.14802203350221,2.2780100950999,0.0227259761381851,0.0417885759606453,"EME2","197342","essential meiotic structure-specific endonuclease subunit 2"
"ENSG00000069812",3.15810817128513,2.95472164660346,1.29792491777337,2.2764965878553,0.0228163045971853,0.0419494382676293,"HES2","54626","hes family bHLH transcription factor 2"
"ENSG00000274180",234.338899904166,-0.267749927186685,0.117704224710325,-2.27476904797282,0.0229197879179996,0.0421344435992863,"NATD1","256302","N-acetyltransferase domain containing 1"
"ENSG00000140854",392.261281819834,0.230513131152564,0.101337423884167,2.27470881257106,0.0229234034908069,0.0421358344534188,"KATNB1","10300","katanin regulatory subunit B1"
"ENSG00000188986",1162.8910443226,0.141487265011703,0.062206534577873,2.27447592076654,0.0229373872615843,0.0421562805164271,"NELFB","25920","negative elongation factor complex member B"
"ENSG00000114541",5.65597082223464,-1.83877699219723,0.808476924256731,-2.27437164503823,0.0229436508014663,0.0421625343531186,"FRMD4B","23150","FERM domain containing 4B"
"ENSG00000143190",122.171486880045,0.383887188986035,0.168855538199379,2.27346519444778,0.0229981612730947,0.0422574368336703,"POU2F1","5451","POU class 2 homeobox 1"
"ENSG00000177990",30.8985555414058,0.762941279345169,0.33573195807109,2.2724714195472,0.023058052323159,0.0423622008400295,"DPY19L2","283417","dpy-19 like 2"
"ENSG00000136997",883.376197235929,0.157441084473254,0.0693057118210208,2.27168988437546,0.0231052475925616,0.0424436169785832,"MYC","4609","MYC proto-oncogene, bHLH transcription factor"
"ENSG00000171763",179.643694877527,0.317489770441977,0.139860342094784,2.2700485762205,0.0232046358966575,0.0426208778470761,"SPATA5L1","79029","spermatogenesis associated 5 like 1"
"ENSG00000068394",261.937025547803,-0.258694719513193,0.113989067857781,-2.26946955857165,0.0232397863864341,0.0426801210919958,"GPKOW","27238","G-patch domain and KOW motifs"
"ENSG00000160284",169.886222521917,0.336843453494158,0.148467028332987,2.26880983122174,0.0232798928652841,0.0427484501680235,"SPATC1L","84221","spermatogenesis and centriole associated 1 like"
"ENSG00000165185",22.476822640395,-0.892485818210094,0.393478601213596,-2.26819404017759,0.0233173825525405,0.0428119576503478,"KIAA1958","158405","KIAA1958"
"ENSG00000198055",670.992519080684,-0.174966102573397,0.077158084829025,-2.26763148620271,0.0233516769374698,0.042869583296516,"GRK6","2870","G protein-coupled receptor kinase 6"
"ENSG00000133243",1420.62750045962,-0.131414827133337,0.0579759585871673,-2.26671245005383,0.0234077973655486,0.0429672583850362,"BTBD2","55643","BTB domain containing 2"
"ENSG00000165406",503.906804491205,0.19746021996985,0.0871317762956612,2.26622511745675,0.0234376035276865,0.0430138275342337,"MARCH8","220972","membrane associated ring-CH-type finger 8"
"ENSG00000124523",80.9468260733817,-0.450241914573433,0.198676847898838,-2.26620222403914,0.0234390045411474,0.0430138275342337,"SIRT5","23408","sirtuin 5"
"ENSG00000144233",693.509926017151,0.178261958900953,0.0786806175994247,2.2656400564687,0.0234734304473542,0.0430716406789227,"AMMECR1L","83607","AMMECR1 like"
"ENSG00000167491",1854.93799217125,0.134048218667791,0.059178979658454,2.26513230612352,0.0235045616711726,0.0431233947354341,"GATAD2A","54815","GATA zinc finger domain containing 2A"
"ENSG00000162722",43.2179976297852,-0.622319678973756,0.274764816163703,-2.26491763997535,0.0235177340696126,0.0431421912768174,"TRIM58","25893","tripartite motif containing 58"
"ENSG00000103534",1.43671654542654,3.87345126866428,1.71112672021316,2.26368463709207,0.0235935180498194,0.0432758268846594,"TMC5","79838","transmembrane channel like 5"
"ENSG00000174460",6.94112666386561,1.688425250638,0.745923866353951,2.26353563251832,0.0236026906447969,0.0432872641516944,"ZCCHC12","170261","zinc finger CCHC-type containing 12"
"ENSG00000165512",156.154031249946,-0.325984778490894,0.144032878896981,-2.26326642213444,0.0236192708532911,0.0433122824232679,"ZNF22","7570","zinc finger protein 22"
"ENSG00000184207",302.383573728637,-0.258270689386121,0.114147327990303,-2.26260827943393,0.0236598473001982,0.0433812925491815,"PGP","283871","phosphoglycolate phosphatase"
"ENSG00000115252",8.88631272297978,1.48171430113269,0.655079773627134,2.26188375948251,0.0237045860275716,0.0434579162674898,"PDE1A","5136","phosphodiesterase 1A"
"ENSG00000117151",320.282197113451,0.244584381556245,0.10814212764467,2.26169381797159,0.0237163269523003,0.043474033162065,"CTBS","1486","chitobiase"
"ENSG00000240891",7.60291405605076,-1.57487584126497,0.696347727688146,-2.26162271900205,0.0237207231166851,0.0434766841554166,"PLCXD2","257068","phosphatidylinositol specific phospholipase C X domain containing 2"
"ENSG00000172273",165.06296993604,0.332241271103362,0.146915806976776,2.26143992222622,0.0237320289828113,0.0434919974071964,"HINFP","25988","histone H4 transcription factor"
"ENSG00000196544",83.4818807749617,0.454619759614471,0.201087022505914,2.26081103568531,0.0237709609370696,0.0435579289183801,"BORCS6","54785","BLOC-1 related complex subunit 6"
"ENSG00000170270",101.032511218758,0.406507426530465,0.179844958641325,2.26032149914853,0.0238013046050935,0.043606382011252,"GON7","84520","GON7, KEOPS complex subunit"
"ENSG00000148057",8.12971740676793,-1.45693937250995,0.644581015658363,-2.26028898946374,0.0238033208902512,0.043606382011252,"IDNK","414328","IDNK, gluconokinase"
"ENSG00000174348",194.067622282129,0.31679539968799,0.140232794636168,2.25906786290547,0.0238791638381874,0.0437366936771393,"PODN","127435","podocan"
"ENSG00000162777",6.84585454434373,-1.69369178711231,0.749736908875019,-2.25904816351338,0.0238803890636409,0.0437366936771393,"DENND2D","79961","DENN domain containing 2D"
"ENSG00000036054",1168.84815967428,0.137488603745396,0.0608823590842221,2.25826669356226,0.0239290374558923,0.043820347170097,"TBC1D23","55773","TBC1 domain family member 23"
"ENSG00000143303",116.804413402578,0.404519197898482,0.179191232929302,2.25747203859065,0.0239785947640526,0.0439056441337567,"RRNAD1","51093","ribosomal RNA adenine dimethylase domain containing 1"
"ENSG00000128739",235.995459415886,0.282906484352183,0.12534534911236,2.25701620646958,0.0240070621122912,0.0439523082498072,"SNRPN","6638","small nuclear ribonucleoprotein polypeptide N"
"ENSG00000017260",2290.4478548462,0.119971513019845,0.0531995333841319,2.25512340782352,0.0241255837509278,0.0441638123613431,"ATP2C1","27032","ATPase secretory pathway Ca2+ transporting 1"
"ENSG00000150907",6.7521192613892,1.6663132687915,0.739378648439649,2.25366701122356,0.0242171241788149,0.0443258788061815,"FOXO1","2308","forkhead box O1"
"ENSG00000132881",73.6352610940121,0.471351298339625,0.209273412514442,2.25232289508872,0.0243018743487938,0.0444754779774646,"CPLANE2","79363","ciliogenesis and planar polarity effector 2"
"ENSG00000150782",5.76661882756962,-1.83143198717712,0.81323282502019,-2.25203893747359,0.0243198115028222,0.0445027789829394,"IL18","3606","interleukin 18"
"ENSG00000102934",18.5088455933875,-0.973067335940994,0.432130060304143,-2.25179274789661,0.0243353721958007,0.0445257250678722,"PLLP","51090","plasmolipin"
"ENSG00000150527",33.0572465881312,0.712465926735166,0.316656330198921,2.24996584242482,0.0244511136925007,0.0447319406156995,"MIA2","4253","MIA SH3 domain ER export factor 2"
"ENSG00000155367",6.40399624194767,-1.65903338074499,0.737377556742049,-2.24991032826533,0.0244546381836391,0.0447328357391676,"PPM1J","333926","protein phosphatase, Mg2+/Mn2+ dependent 1J"
"ENSG00000153815",613.901997904585,-0.180744998682376,0.080383612177273,-2.24853043781824,0.0245423864576248,0.0448877750822133,"CMIP","80790","c-Maf inducing protein"
"ENSG00000186141",696.080342032289,-0.166838530416884,0.0742198504336572,-2.247896343661,0.0245828003843524,0.0449561126770797,"POLR3C","10623","RNA polymerase III subunit C"
"ENSG00000172575",13.7265525944913,-1.08803960956208,0.484066368459799,-2.2477075055307,0.024594847100476,0.0449725628494809,"RASGRP1","10125","RAS guanyl releasing protein 1"
"ENSG00000147174",14.5603369556034,1.13213238724619,0.503813879997865,2.24712425003255,0.0246320875297111,0.0450350708364821,"GCNA","93953","germ cell nuclear acidic peptidase"
"ENSG00000171824",817.373897377406,-0.164050061150337,0.0730072388258239,-2.24703829084287,0.0246375800882083,0.0450395255941471,"EXOSC10","5394","exosome component 10"
"ENSG00000137135",20.1452934975061,-0.926406878506844,0.412315619282928,-2.24683915714372,0.024650308266433,0.0450572049151296,"ARHGEF39","84904","Rho guanine nucleotide exchange factor 39"
"ENSG00000166831",55.5966076132292,-0.535646635328117,0.238416434766466,-2.24668503181332,0.0246601635213001,0.0450696292134078,"RBPMS2","348093","RNA binding protein, mRNA processing factor 2"
"ENSG00000168301",71.0848363249022,-0.483215690755285,0.21509336303348,-2.24653928852314,0.024669485942119,0.04508107672845,"KCTD6","200845","potassium channel tetramerization domain containing 6"
